Universitas,Prodi,Rank,text
stai darul falah cililin cihampelas bandung barat,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
stit pringsewu lampung selatan,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
institut teknologi dan bisnis maritim balik diwa,budidaya perairan,999.0,budidaya perairan
universitas widya husada semarang,radiologi,999.0,radiologi
universitas widya husada semarang,optometri,999.0,optometri
universitas islam negeri mataram,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas alma ata,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
akademi analis kesehatan manggala yogyakarta,teknologi laboratorium medis,999.0,teknologi laboratorium medis
akademi keperawatan kesdam ibukit barisan padang,keperawatan,999.0,keperawatan
akademi perekam medis dan infokes bhumi husada,rekam medik dan informasi kesehatan,999.0,rekam medik dan informasi kesehatan
institut ilmu kesehatan bhakti wiyata kediri,gizi,999.0,gizi
institut kesehatan deli husada deli tua,keperawatan,999.0,keperawatan
institut teknologi,fisioterapi,999.0,fisioterapi
politeknik kesehatan kementerian kesehatan aceh,keperawatan,999.0,keperawatan
sekolah tinggi ilmu kesehatan abdi nusantara,ilmu keperawatan,999.0,ilmu keperawatan
sekolah tinggi ilmu kesehatan banyuwangi,ilmu keperawatan,999.0,ilmu keperawatan
sekolah tinggi ilmu kesehatan bina husada,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan intan martapura,keperawatan,999.0,keperawatan
sekolah tinggi ilmu kesehatan madani yogyakarta,ilmu keperawatan,999.0,ilmu keperawatan
sekolah tinggi ilmu kesehatan payung negeri,keperawatan,999.0,keperawatan
sekolah tinggi ilmu kesehatan salewangan maros,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan william booth,keperawatan,999.0,keperawatan
universitas alirsyad cilacap,ilmu keperawatan,999.0,ilmu keperawatan
universitas bumigora,farmasi,999.0,farmasi
universitas diponegoro,kedokteran,8.0,kedokteran
universitas hasanuddin,kesehatan masyarakat,11.0,kesehatan masyarakat
universitas kader bangsa,kebidanan,999.0,kebidanan
universitas pekalongan,farmasi,999.0,farmasi
universitas sariputra indonesia tomohon,ilmu keperawatan,999.0,ilmu keperawatan
universitas islam negeri raden fatah palembang,jurnalistik,999.0,jurnalistik
universitas ekasakti,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
sekolah tinggi agama islam negeri sultan abdurrahman kepulauan riau,manajemen bisnis syariah,999.0,manajemen bisnis syariah
sekolah tinggi agama buddha negeri sriwijaya tangerang,pendidikan psikologi konseling buddha,999.0,pendidikan psikologi konseling buddha
sekolah tinggi agama islam negeri mandailing natal,pendidikan bahasa arab,999.0,pendidikan bahasa arab
sekolah tinggi agama islam negeri mandailing natal,manajemen bisnis syariah,999.0,manajemen bisnis syariah
sekolah tinggi agama islam negeri mandailing natal,perbankan syariah,999.0,perbankan syariah
universitas muhammadiyah jakarta,pendidikan teknologi informasi,999.0,pendidikan teknologi informasi
stit multazam,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
institut agama islam negeri batusangkar,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
sekolah tinggi agama islam khozinatul ulum,manajemen bisnis syariah,999.0,manajemen bisnis syariah
universitas brawijaya,teknik komputer,9.0,teknik komputer
politeknik enjiniring pertanian indonesia,teknologi hasil pertanian,999.0,teknologi hasil pertanian
institut agama islam negeri parepare,sejarah peradaban islam,999.0,sejarah peradaban islam
sekolah tinggi manajemen informatika dan komputer komputama majenang,teknik informatika,999.0,teknik informatika
stkip hunimua,pendidikan matematika,999.0,pendidikan matematika
iain langsa,pendidikan bahasa arab,999.0,pendidikan bahasa arab
universitas negeri malang,pendidikan jasmani,22.0,pendidikan jasmani
universitas gajah putih,pengelolaan perkebunan kopi,999.0,pengelolaan perkebunan kopi
institut agama islam tebo,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
institut seni budaya indonesia tanah papua,seni tari,999.0,seni tari
stt lighthouse equipping theological school,pendidikan agama kristen,999.0,pendidikan agama kristen
universitas islam zainul hasan genggong probolinggo,perbankan syariah,999.0,perbankan syariah
sekolah tinggi teologi rahmat emmanuel jakarta,teologi,999.0,teologi
universitas islam negeri sumatera utara medan,perbandingan madzhab,999.0,perbandingan madzhab
institut agama islam muhammad azim jambi,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas muhammadiyah mahakarya aceh,psikologi,999.0,psikologi
universitas muhammadiyah mahakarya aceh,pendidikan ekonomi,999.0,pendidikan ekonomi
universitas muhammadiyah mahakarya aceh,pendidikan pancasila dan kewarganegaraan,999.0,pendidikan pancasila dan kewarganegaraan
universitas sumatera utara,teknologi pangan,14.0,teknologi pangan
sekolah tinggi ilmu kesehatan bantul,farmasi,999.0,farmasi
universitas lambung mangkurat,pendidikan jasmani,999.0,pendidikan jasmani
universitas siber asia,pjj sistem informasi,999.0,pjj sistem informasi
stkip nahdlatul ulama kabupaten tegal,pendidikan ekonomi,999.0,pendidikan ekonomi
universitas tangerang raya,hukum,999.0,hukum
politeknik stmi jakarta,teknik industri otomotif,999.0,teknik industri otomotif
universitas islam batik,teknik sipil,999.0,teknik sipil
institut agama islam cirebon,ekonomi syariah,999.0,ekonomi syariah
stai darul qalam tangerang,pendidikan agama islam,999.0,pendidikan agama islam
sekolah tinggi agama islam ibnu rusyd,komunikasi dan penyiaran islam,999.0,komunikasi dan penyiaran islam
stit pemalang,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
institut agama islam bunga bangsa cirebon,hukum pidana islam,999.0,hukum pidana islam
universitas pgri banyuwangi,pendidikan pancasila dan kewarganegaraan,999.0,pendidikan pancasila dan kewarganegaraan
universitas muhammadiyah tapanuli selatan,pendidikan biologi,999.0,pendidikan biologi
universitas al washliyah,pendidikan biologi,999.0,pendidikan biologi
universitas islam darul ulum,pendidikan bahasa dan sastra indonesia,999.0,pendidikan bahasa dan sastra indonesia
universitas katolik indonesia atma jaya,pendidikan guru sekolah dasar,20.0,pendidikan guru sekolah dasar
universitas balikpapan,pendidikan bahasa dan sastra indonesia,999.0,pendidikan bahasa dan sastra indonesia
institut agama islam negeri parepare,pendidikan agama islam,999.0,pendidikan agama islam
universitas muhammadiyah ponorogo,pendidikan guru pendidikan anak usia dini,999.0,pendidikan guru pendidikan anak usia dini
universitas pendidikan indonesia,pendidikan biologi,17.0,pendidikan biologi
universitas lambung mangkurat,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
sekolah tinggi teologi kharisma bandung,pendidikan agama kristen,999.0,pendidikan agama kristen
sekolah tinggi keguruan dan ilmu pendidikan pgri lumajang,pendidikan matematika,999.0,pendidikan matematika
universitas islam darul ulum,pendidikan matematika,999.0,pendidikan matematika
universitas samudra,pendidikan biologi,999.0,pendidikan biologi
universitas pendidikan indonesia,pendidikan bahasa dan sastra indonesia,17.0,pendidikan bahasa dan sastra indonesia
universitas negeri makassar,bimbingan dan konseling,999.0,bimbingan dan konseling
universitas tadulako,pendidikan matematika,999.0,pendidikan matematika
universitas subang,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas pgri kanjuruhan malang,pendidikan guru pendidikan anak usia dini,999.0,pendidikan guru pendidikan anak usia dini
universitas pgri ronggolawe,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas islam indragiri,pendidikan jasmani,999.0,pendidikan jasmani
universitas lambung mangkurat,pendidikan sosiologi,999.0,pendidikan sosiologi
institut agama islam negeri kendari,tadris fisika,999.0,tadris fisika
universitas mathlaul anwar,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas indraprasta pgri,pendidikan matematika,999.0,pendidikan matematika
institut agama islam negeri kendari,tadris matematika,999.0,tadris matematika
universitas balikpapan,pendidikan ekonomi,999.0,pendidikan ekonomi
universitas simalungun,pendidikan sejarah,999.0,pendidikan sejarah
universitas muhadi setiabudi,pendidikan bahasa dan sastra indonesia,999.0,pendidikan bahasa dan sastra indonesia
universitas muhammadiyah cirebon,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
sekolah tinggi agama islam nahdlatul ulama tasikmalaya,manajemen pendidikan islam,999.0,manajemen pendidikan islam
sekolah tinggi keguruan dan ilmu pendidikan bina bangsa meulaboh,pendidikan biologi,999.0,pendidikan biologi
universitas lambung mangkurat,pendidikan bahasa dan sastra indonesia,999.0,pendidikan bahasa dan sastra indonesia
universitas negeri semarang,pendidikan guru pendidikan anak usia dini,999.0,pendidikan guru pendidikan anak usia dini
universitas muhammadiyah surakarta,pendidikan teknik informatika,999.0,pendidikan teknik informatika
sekolah tinggi agama islam mahad aly alhikam malang,manajemen pendidikan islam,999.0,manajemen pendidikan islam
universitas muhadi setiabudi brebes,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
institut keguruan dan ilmu pendidikan saraswati,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
sekolah tinggi keguruan dan ilmu pendidikan pgri banjarmasin,pendidikan matematika,999.0,pendidikan matematika
sekolah tinggi keguruan dan ilmu pendidikan ita wotu nusa,pendidikan biologi,999.0,pendidikan biologi
universitas bale bandung,pendidikan ilmu pengetahuan sosial,999.0,pendidikan ilmu pengetahuan sosial
universitas advent indonesia,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas islam 45,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
universitas pattimura,pendidikan bahasa dan sastra indonesia,999.0,pendidikan bahasa dan sastra indonesia
universitas negeri makassar,pendidikan luar biasa,999.0,pendidikan luar biasa
universitas pendidikan indonesia,pendidikan kepelatihan olahraga,17.0,pendidikan kepelatihan olahraga
sekolah tinggi agama islam nurul falah airmolek,manajemen pendidikan islam,999.0,manajemen pendidikan islam
sekolah tinggi ilmu kesehatan rs dustira,keperawatan,999.0,keperawatan
universitas putra abadi langkat,ilmu keperawatan,999.0,ilmu keperawatan
universitas putra abadi langkat,keperawatan,999.0,keperawatan
universitas pgri palangka raya,pendidikan jasmani,999.0,pendidikan jasmani
universitas islam negeri raden mas said surakarta,bimbingan dan konseling islam,999.0,bimbingan dan konseling islam
universitas merdeka madiun,ilmu hukum,999.0,ilmu hukum
universitas cenderawasih,ilmu hukum,999.0,ilmu hukum
universitas brawijaya,budidaya perairan,9.0,budidaya perairan
universitas jember,administrasi keuangan,999.0,administrasi keuangan
universitas indo global mandiri,perencanaan wilayah dan kota,999.0,perencanaan wilayah dan kota
politeknik soca,musik,999.0,musik
institut teknologi dan bisnis muhammadiyah wakatobi,kewirausahaan,999.0,kewirausahaan
sekolah tinggi agama islam nurul abror alrobbaniyin,hukum ekonomi syariah,999.0,hukum ekonomi syariah
universitas tidar,pendidikan bahasa dan sastra indonesia,999.0,pendidikan bahasa dan sastra indonesia
institut agama islam alkhoziny,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
stai taruna surabaya,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas serang raya,sistem informasi,999.0,sistem informasi
universitas islam majapahit,ilmu pemerintahan,999.0,ilmu pemerintahan
universitas narotama,sistem informasi,999.0,sistem informasi
stkip harapan bima,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
institut agama islam as siddiq kie raha maluku utara,sejarah peradaban islam,999.0,sejarah peradaban islam
universitas palangka raya,teknologi industri pertanian,999.0,teknologi industri pertanian
universitas muhammadiyah sorong,manajemen sumber daya perairan,999.0,manajemen sumber daya perairan
sekolah tinggi teologi injili indonesia ambon,teologi,999.0,teologi
sekolah tinggi bahasa asing pertiwi indonesia,sastra inggris,999.0,sastra inggris
universitas faletehan,informatika,999.0,informatika
institut agama islam negeri takengon,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
institut agama islam negeri kerinci,ekonomi syariah,999.0,ekonomi syariah
sekolah tinggi ilmu bahasa arab darul ulum banyuanyar pamekasan jawa timur,bahasa dan sastra arab,999.0,bahasa dan sastra arab
sekolah tinggi teologi kanaan nusantara ungaran,teologi,999.0,teologi
universitas gunadarma,ilmu komunikasi,999.0,ilmu komunikasi
sekolah tinggi media komunikasi trisakti,desain komunikasi visual,999.0,desain komunikasi visual
universitas dhyana pura,psikologi,999.0,psikologi
stt pokok anggur jakarta,pendidikan agama kristen,999.0,pendidikan agama kristen
universitas islam majapahit,teknik sipil,999.0,teknik sipil
politeknik bisnis dan pasar modal,manajemen pajak,999.0,manajemen pajak
universitas hasyim asyari tebuireng jombang,pendidikan bahasa dan sastra indonesia,999.0,pendidikan bahasa dan sastra indonesia
sekolah tinggi ilmu ekonomi bina karya,bisnis digital,999.0,bisnis digital
universitas nahdlatul ulama sumatera utara,budidaya pertanian,999.0,budidaya pertanian
universitas kristen palangka raya,budidaya perairan,999.0,budidaya perairan
universitas pendidikan ganesha,manajemen informatika,999.0,manajemen informatika
institut agama islam alkhoziny,manajemen pendidikan islam,999.0,manajemen pendidikan islam
universitas pendidikan indonesia,pendidikan sistem dan teknologi informasi kampus purwakarta,17.0,pendidikan sistem dan teknologi informasi kampus purwakarta
stai alhikmah jakarta selatan,pendidikan agama islam,999.0,pendidikan agama islam
institut agama islam alazhaar lubuklinggau,pendidikan bahasa arab,999.0,pendidikan bahasa arab
iain sultan amai gorontalo,hukum tatanegara,999.0,hukum tatanegara
institut agama islam muhammadiyah sinjai,perbankan syariah,999.0,perbankan syariah
institut sains alquran syekh ibrahim pasir pangaraian rokan hulu,ilmu al quran dan tafsir,999.0,ilmu al quran dan tafsir
sekolah tinggi agama islam khozinatul ulum,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
sekolah tinggi ilmu tarbiyah lingga kepulauan riau,manajemen pendidikan islam,999.0,manajemen pendidikan islam
politeknik ilmu pemasyarakatan,teknik pemasyarakatan,999.0,teknik pemasyarakatan
sekolah tinggi teologi paulus medan,pendidikan agama kristen,999.0,pendidikan agama kristen
sekolah tinggi agama islam ddi pinrang,pendidikan agama islam,999.0,pendidikan agama islam
stai alghazali soppeng,ekonomi syariah,999.0,ekonomi syariah
universitas muhammadiyah banten,manajemen informatika,999.0,manajemen informatika
stiper muhammadiyah tanah grogot,agribisnis,999.0,agribisnis
universitas muhammadiyah luwuk banggai,agroteknologi,999.0,agroteknologi
stiper muhammadiyah tanah grogot,agroteknologi,999.0,agroteknologi
universitas muhammadiyah riau,psikologi islam,999.0,psikologi islam
sekolah tinggi agama islam muhammadiyah tulungagung,ekonomi syariah,999.0,ekonomi syariah
universitas muhammadiyah palu,pendidikan guru pendidikan anak usia dini,999.0,pendidikan guru pendidikan anak usia dini
universitas muhammadiyah luwuk banggai,teknik sipil,999.0,teknik sipil
sekolah tinggi ilmu ekonomi muhammadiyah kisaran,akuntansi,999.0,akuntansi
sekolah tinggi ilmu fiqih syeikh nawawi tanara banten,hukum keluarga islam,999.0,hukum keluarga islam
sekolah tinggi teologi tabernakel kemuliaannya,teologi,999.0,teologi
sekolah tinggi teologi gereja injili di indonesia,teologi,999.0,teologi
sekolah tinggi teologi intheos surakarta,teologi,999.0,teologi
universitas pendidikan indonesia,perpustakaan dan sains informasi,17.0,perpustakaan dan sains informasi
universitas islam negeri kh abdurrahman wahid pekalongan,perbankan syariah,999.0,perbankan syariah
universitas islam negeri kh abdurrahman wahid pekalongan,ekonomi syariah,999.0,ekonomi syariah
institut agama islam faqih asyari kediri,pendidikan agama islam,999.0,pendidikan agama islam
